order_week,pickup_cluster,cluster_orders,cluster_net_customers,income_segment,ps_tag_link,ps_tag_auto,segment_level_orders,segment_level_orders%,segment_level_customers,segment_level_customers%
13/03/23,Madhapur Metro,4321,3230,HIGH_INCOME,PS,UNKNOWN,151,3.49,123,3.81
13/03/23,Madhapur Metro,4321,3230,HIGH_INCOME,UNKNOWN,NPS,42,0.97,41,1.27
13/03/23,Madhapur Metro,4321,3230,HIGH_INCOME,UNKNOWN,PS,25,0.58,22,0.68
13/03/23,Madhapur Metro,4321,3230,HIGH_INCOME,UNKNOWN,UNKNOWN,692,16.01,570,17.65
13/03/23,Madhapur Metro,4321,3230,LOW_INCOME,NPS,NPS,424,9.81,273,8.45
13/03/23,Madhapur Metro,4321,3230,LOW_INCOME,NPS,PS,264,6.11,165,5.11
13/03/23,Madhapur Metro,4321,3230,LOW_INCOME,NPS,UNKNOWN,350,8.1,257,7.96
13/03/23,Madhapur Metro,4321,3230,LOW_INCOME,PS,NPS,222,5.14,152,4.71
13/03/23,Madhapur Metro,4321,3230,LOW_INCOME,PS,PS,103,2.38,76,2.35
13/03/23,Madhapur Metro,4321,3230,LOW_INCOME,PS,UNKNOWN,197,4.56,161,4.98
13/03/23,Madhapur Metro,4321,3230,LOW_INCOME,UNKNOWN,NPS,54,1.25,49,1.52
13/03/23,Madhapur Metro,4321,3230,LOW_INCOME,UNKNOWN,PS,47,1.09,35,1.08
13/03/23,Madhapur Metro,4321,3230,LOW_INCOME,UNKNOWN,UNKNOWN,245,5.67,225,6.97
13/03/23,Madhapur Metro,4321,3230,UNKNOWN,NPS,NPS,76,1.76,49,1.52
13/03/23,Madhapur Metro,4321,3230,UNKNOWN,NPS,PS,45,1.04,30,0.93
13/03/23,Madhapur Metro,4321,3230,UNKNOWN,NPS,UNKNOWN,54,1.25,40,1.24
13/03/23,Madhapur Metro,4321,3230,UNKNOWN,PS,NPS,36,0.83,26,0.8
13/03/23,Madhapur Metro,4321,3230,UNKNOWN,PS,PS,24,0.56,16,0.5
13/03/23,Madhapur Metro,4321,3230,UNKNOWN,PS,UNKNOWN,34,0.79,24,0.74
13/03/23,Madhapur Metro,4321,3230,UNKNOWN,UNKNOWN,NPS,12,0.28,10,0.31
13/03/23,Madhapur Metro,4321,3230,UNKNOWN,UNKNOWN,PS,9,0.21,9,0.28
13/03/23,Madhapur Metro,4321,3230,UNKNOWN,UNKNOWN,UNKNOWN,169,3.91,142,4.4
13/03/23,Nampally,4244,3409,HIGH_INCOME,NPS,NPS,266,6.27,178,5.22
13/03/23,Nampally,4244,3409,HIGH_INCOME,NPS,PS,101,2.38,79,2.32
13/03/23,Nampally,4244,3409,HIGH_INCOME,NPS,UNKNOWN,213,5.02,159,4.66
13/03/23,Nampally,4244,3409,HIGH_INCOME,PS,NPS,142,3.35,111,3.26
13/03/23,Nampally,4244,3409,HIGH_INCOME,PS,PS,75,1.77,60,1.76
13/03/23,Nampally,4244,3409,HIGH_INCOME,PS,UNKNOWN,132,3.11,99,2.9
13/03/23,Nampally,4244,3409,HIGH_INCOME,UNKNOWN,NPS,71,1.67,65,1.91
13/03/23,Nampally,4244,3409,HIGH_INCOME,UNKNOWN,PS,40,0.94,40,1.17
13/03/23,Nampally,4244,3409,HIGH_INCOME,UNKNOWN,UNKNOWN,602,14.18,520,15.25
13/03/23,Nampally,4244,3409,LOW_INCOME,NPS,NPS,387,9.12,288,8.45
13/03/23,Nampally,4244,3409,LOW_INCOME,NPS,PS,218,5.14,170,4.99
13/03/23,Nampally,4244,3409,LOW_INCOME,NPS,UNKNOWN,415,9.78,290,8.51
13/03/23,Nampally,4244,3409,LOW_INCOME,PS,NPS,211,4.97,166,4.87
13/03/23,Nampally,4244,3409,LOW_INCOME,PS,PS,130,3.06,107,3.14
13/03/23,Nampally,4244,3409,LOW_INCOME,PS,UNKNOWN,224,5.28,175,5.13
13/03/23,Nampally,4244,3409,LOW_INCOME,UNKNOWN,NPS,109,2.57,99,2.9
13/03/23,Nampally,4244,3409,LOW_INCOME,UNKNOWN,PS,90,2.12,81,2.38
13/03/23,Nampally,4244,3409,LOW_INCOME,UNKNOWN,UNKNOWN,382,9,363,10.65
13/03/23,Nampally,4244,3409,UNKNOWN,NPS,NPS,74,1.74,50,1.47
13/03/23,Nampally,4244,3409,UNKNOWN,NPS,PS,32,0.75,20,0.59
13/03/23,Nampally,4244,3409,UNKNOWN,NPS,UNKNOWN,62,1.46,51,1.5
13/03/23,Nampally,4244,3409,UNKNOWN,PS,NPS,38,0.9,27,0.79
13/03/23,Nampally,4244,3409,UNKNOWN,PS,PS,17,0.4,13,0.38
13/03/23,Nampally,4244,3409,UNKNOWN,PS,UNKNOWN,20,0.47,18,0.53
13/03/23,Nampally,4244,3409,UNKNOWN,UNKNOWN,NPS,17,0.4,16,0.47
13/03/23,Nampally,4244,3409,UNKNOWN,UNKNOWN,PS,19,0.45,15,0.44
13/03/23,Nampally,4244,3409,UNKNOWN,UNKNOWN,UNKNOWN,157,3.7,149,4.37
13/03/23,Jeedimetla Industrial Estate,4201,3081,HIGH_INCOME,NPS,NPS,275,6.55,174,5.65
13/03/23,Jeedimetla Industrial Estate,4201,3081,HIGH_INCOME,NPS,PS,168,4,100,3.25
13/03/23,Jeedimetla Industrial Estate,4201,3081,HIGH_INCOME,NPS,UNKNOWN,108,2.57,84,2.73
13/03/23,Jeedimetla Industrial Estate,4201,3081,HIGH_INCOME,PS,NPS,117,2.79,88,2.86
13/03/23,Jeedimetla Industrial Estate,4201,3081,HIGH_INCOME,PS,PS,80,1.9,61,1.98
13/03/23,Jeedimetla Industrial Estate,4201,3081,HIGH_INCOME,PS,UNKNOWN,100,2.38,71,2.3
13/03/23,Jeedimetla Industrial Estate,4201,3081,HIGH_INCOME,UNKNOWN,NPS,148,3.52,122,3.96
13/03/23,Jeedimetla Industrial Estate,4201,3081,HIGH_INCOME,UNKNOWN,PS,56,1.33,52,1.69
13/03/23,Jeedimetla Industrial Estate,4201,3081,HIGH_INCOME,UNKNOWN,UNKNOWN,621,14.78,515,16.72
13/03/23,Jeedimetla Industrial Estate,4201,3081,LOW_INCOME,NPS,NPS,425,10.12,268,8.7
13/03/23,Jeedimetla Industrial Estate,4201,3081,LOW_INCOME,NPS,PS,227,5.4,156,5.06
13/03/23,Jeedimetla Industrial Estate,4201,3081,LOW_INCOME,NPS,UNKNOWN,273,6.5,155,5.03
13/03/23,Jeedimetla Industrial Estate,4201,3081,LOW_INCOME,PS,NPS,199,4.74,133,4.32
13/03/23,Jeedimetla Industrial Estate,4201,3081,LOW_INCOME,PS,PS,137,3.26,98,3.18
13/03/23,Jeedimetla Industrial Estate,4201,3081,LOW_INCOME,PS,UNKNOWN,159,3.78,115,3.73
13/03/23,Jeedimetla Industrial Estate,4201,3081,LOW_INCOME,UNKNOWN,NPS,200,4.76,161,5.23
13/03/23,Jeedimetla Industrial Estate,4201,3081,LOW_INCOME,UNKNOWN,PS,112,2.67,91,2.95
13/03/23,Jeedimetla Industrial Estate,4201,3081,LOW_INCOME,UNKNOWN,UNKNOWN,353,8.4,320,10.39
13/03/23,Jeedimetla Industrial Estate,4201,3081,UNKNOWN,NPS,NPS,57,1.36,43,1.4
13/03/23,Jeedimetla Industrial Estate,4201,3081,UNKNOWN,NPS,PS,51,1.21,31,1.01
13/03/23,Jeedimetla Industrial Estate,4201,3081,UNKNOWN,NPS,UNKNOWN,33,0.79,22,0.71
13/03/23,Jeedimetla Industrial Estate,4201,3081,UNKNOWN,PS,NPS,41,0.98,18,0.58
13/03/23,Jeedimetla Industrial Estate,4201,3081,UNKNOWN,PS,PS,37,0.88,23,0.75
13/03/23,Jeedimetla Industrial Estate,4201,3081,UNKNOWN,PS,UNKNOWN,29,0.69,18,0.58
13/03/23,Jeedimetla Industrial Estate,4201,3081,UNKNOWN,UNKNOWN,NPS,41,0.98,29,0.94
13/03/23,Jeedimetla Industrial Estate,4201,3081,UNKNOWN,UNKNOWN,PS,11,0.26,9,0.29
13/03/23,Jeedimetla Industrial Estate,4201,3081,UNKNOWN,UNKNOWN,UNKNOWN,143,3.4,124,4.02
13/03/23,Madhura Nagar Metro,4063,2802,HIGH_INCOME,NPS,NPS,280,6.89,153,5.46
13/03/23,Madhura Nagar Metro,4063,2802,HIGH_INCOME,NPS,PS,171,4.21,107,3.82
13/03/23,Madhura Nagar Metro,4063,2802,HIGH_INCOME,NPS,UNKNOWN,196,4.82,140,5
13/03/23,Madhura Nagar Metro,4063,2802,HIGH_INCOME,PS,NPS,125,3.08,84,3
13/03/23,Madhura Nagar Metro,4063,2802,HIGH_INCOME,PS,PS,108,2.66,64,2.28
13/03/23,Madhura Nagar Metro,4063,2802,HIGH_INCOME,PS,UNKNOWN,94,2.31,73,2.61
13/03/23,Madhura Nagar Metro,4063,2802,HIGH_INCOME,UNKNOWN,NPS,68,1.67,54,1.93
13/03/23,Madhura Nagar Metro,4063,2802,HIGH_INCOME,UNKNOWN,PS,40,0.98,35,1.25
13/03/23,Madhura Nagar Metro,4063,2802,HIGH_INCOME,UNKNOWN,UNKNOWN,632,15.56,471,16.81
13/03/23,Madhura Nagar Metro,4063,2802,LOW_INCOME,NPS,NPS,406,9.99,242,8.64
13/03/23,Madhura Nagar Metro,4063,2802,LOW_INCOME,NPS,PS,237,5.83,148,5.28
13/03/23,Madhura Nagar Metro,4063,2802,LOW_INCOME,NPS,UNKNOWN,327,8.05,237,8.46
13/03/23,Madhura Nagar Metro,4063,2802,LOW_INCOME,PS,NPS,261,6.42,159,5.67
13/03/23,Madhura Nagar Metro,4063,2802,LOW_INCOME,PS,PS,133,3.27,88,3.14
13/03/23,Madhura Nagar Metro,4063,2802,LOW_INCOME,PS,UNKNOWN,172,4.23,131,4.68
13/03/23,Madhura Nagar Metro,4063,2802,LOW_INCOME,UNKNOWN,NPS,127,3.13,84,3
13/03/23,Madhura Nagar Metro,4063,2802,LOW_INCOME,UNKNOWN,PS,43,1.06,32,1.14
13/03/23,Madhura Nagar Metro,4063,2802,LOW_INCOME,UNKNOWN,UNKNOWN,221,5.44,203,7.24
13/03/23,Madhura Nagar Metro,4063,2802,UNKNOWN,NPS,NPS,75,1.85,43,1.53
13/03/23,Madhura Nagar Metro,4063,2802,UNKNOWN,NPS,PS,35,0.86,27,0.96
13/03/23,Madhura Nagar Metro,4063,2802,UNKNOWN,NPS,UNKNOWN,70,1.72,41,1.46
13/03/23,Madhura Nagar Metro,4063,2802,UNKNOWN,PS,NPS,32,0.79,22,0.79
13/03/23,Madhura Nagar Metro,4063,2802,UNKNOWN,PS,PS,27,0.66,15,0.54
13/03/23,Madhura Nagar Metro,4063,2802,UNKNOWN,PS,UNKNOWN,32,0.79,24,0.86
13/03/23,Madhura Nagar Metro,4063,2802,UNKNOWN,UNKNOWN,NPS,10,0.25,9,0.32
13/03/23,Madhura Nagar Metro,4063,2802,UNKNOWN,UNKNOWN,PS,5,0.12,5,0.18
13/03/23,Madhura Nagar Metro,4063,2802,UNKNOWN,UNKNOWN,UNKNOWN,136,3.35,111,3.96
13/03/23,Jubilee Hills KBR National Park,4017,2971,HIGH_INCOME,NPS,NPS,267,6.65,174,5.86
13/03/23,Jubilee Hills KBR National Park,4017,2971,HIGH_INCOME,NPS,PS,195,4.85,132,4.44
13/03/23,Jubilee Hills KBR National Park,4017,2971,HIGH_INCOME,NPS,UNKNOWN,154,3.83,117,3.94
13/03/23,Jubilee Hills KBR National Park,4017,2971,HIGH_INCOME,PS,NPS,177,4.41,114,3.84
13/03/23,Jubilee Hills KBR National Park,4017,2971,HIGH_INCOME,PS,PS,87,2.17,72,2.42
13/03/23,Jubilee Hills KBR National Park,4017,2971,HIGH_INCOME,PS,UNKNOWN,98,2.44,82,2.76
13/03/23,Jubilee Hills KBR National Park,4017,2971,HIGH_INCOME,UNKNOWN,NPS,86,2.14,71,2.39
13/03/23,Jubilee Hills KBR National Park,4017,2971,HIGH_INCOME,UNKNOWN,PS,42,1.05,36,1.21
13/03/23,Jubilee Hills KBR National Park,4017,2971,HIGH_INCOME,UNKNOWN,UNKNOWN,604,15.04,465,15.65
13/03/23,Jubilee Hills KBR National Park,4017,2971,LOW_INCOME,NPS,NPS,434,10.8,289,9.73
13/03/23,Jubilee Hills KBR National Park,4017,2971,LOW_INCOME,NPS,PS,247,6.15,177,5.96
13/03/23,Jubilee Hills KBR National Park,4017,2971,LOW_INCOME,NPS,UNKNOWN,303,7.54,216,7.27
13/03/23,Jubilee Hills KBR National Park,4017,2971,LOW_INCOME,PS,NPS,245,6.1,150,5.05
13/03/23,Jubilee Hills KBR National Park,4017,2971,LOW_INCOME,PS,PS,112,2.79,87,2.93
13/03/23,Jubilee Hills KBR National Park,4017,2971,LOW_INCOME,PS,UNKNOWN,210,5.23,150,5.05
13/03/23,Jubilee Hills KBR National Park,4017,2971,LOW_INCOME,UNKNOWN,NPS,87,2.17,72,2.42
13/03/23,Jubilee Hills KBR National Park,4017,2971,LOW_INCOME,UNKNOWN,PS,82,2.04,68,2.29
13/03/23,Jubilee Hills KBR National Park,4017,2971,LOW_INCOME,UNKNOWN,UNKNOWN,228,5.68,215,7.24
13/03/23,Jubilee Hills KBR National Park,4017,2971,UNKNOWN,NPS,NPS,45,1.12,33,1.11
13/03/23,Jubilee Hills KBR National Park,4017,2971,UNKNOWN,NPS,PS,38,0.95,28,0.94
13/03/23,Jubilee Hills KBR National Park,4017,2971,UNKNOWN,NPS,UNKNOWN,42,1.05,36,1.21
13/03/23,Jubilee Hills KBR National Park,4017,2971,UNKNOWN,PS,NPS,29,0.72,21,0.71
13/03/23,Jubilee Hills KBR National Park,4017,2971,UNKNOWN,PS,PS,24,0.6,16,0.54
13/03/23,Jubilee Hills KBR National Park,4017,2971,UNKNOWN,PS,UNKNOWN,16,0.4,13,0.44
13/03/23,Jubilee Hills KBR National Park,4017,2971,UNKNOWN,UNKNOWN,NPS,10,0.25,10,0.34
13/03/23,Jubilee Hills KBR National Park,4017,2971,UNKNOWN,UNKNOWN,PS,7,0.17,7,0.24
13/03/23,Jubilee Hills KBR National Park,4017,2971,UNKNOWN,UNKNOWN,UNKNOWN,148,3.68,120,4.04
13/03/23,Yousufguda Metro,3995,2884,HIGH_INCOME,NPS,NPS,233,5.83,155,5.37
13/03/23,Yousufguda Metro,3995,2884,HIGH_INCOME,NPS,PS,129,3.23,96,3.33
13/03/23,Yousufguda Metro,3995,2884,HIGH_INCOME,NPS,UNKNOWN,187,4.68,127,4.4
13/03/23,Yousufguda Metro,3995,2884,HIGH_INCOME,PS,NPS,125,3.13,84,2.91
13/03/23,Yousufguda Metro,3995,2884,HIGH_INCOME,PS,PS,99,2.48,70,2.43
13/03/23,Yousufguda Metro,3995,2884,HIGH_INCOME,PS,UNKNOWN,91,2.28,78,2.7
13/03/23,Yousufguda Metro,3995,2884,HIGH_INCOME,UNKNOWN,NPS,52,1.3,46,1.6
13/03/23,Yousufguda Metro,3995,2884,HIGH_INCOME,UNKNOWN,PS,36,0.9,30,1.04
13/03/23,Yousufguda Metro,3995,2884,HIGH_INCOME,UNKNOWN,UNKNOWN,487,12.19,374,12.97
13/03/23,Yousufguda Metro,3995,2884,LOW_INCOME,NPS,NPS,463,11.59,285,9.88
13/03/23,Yousufguda Metro,3995,2884,LOW_INCOME,NPS,PS,285,7.13,174,6.03
13/03/23,Yousufguda Metro,3995,2884,LOW_INCOME,NPS,UNKNOWN,331,8.29,243,8.43
13/03/23,Yousufguda Metro,3995,2884,LOW_INCOME,PS,NPS,255,6.38,165,5.72
13/03/23,Yousufguda Metro,3995,2884,LOW_INCOME,PS,PS,122,3.05,83,2.88
13/03/23,Yousufguda Metro,3995,2884,LOW_INCOME,PS,UNKNOWN,211,5.28,161,5.58
13/03/23,Yousufguda Metro,3995,2884,LOW_INCOME,UNKNOWN,NPS,115,2.88,94,3.26
13/03/23,Yousufguda Metro,3995,2884,LOW_INCOME,UNKNOWN,PS,76,1.9,64,2.22
13/03/23,Yousufguda Metro,3995,2884,LOW_INCOME,UNKNOWN,UNKNOWN,269,6.73,242,8.39
13/03/23,Yousufguda Metro,3995,2884,UNKNOWN,NPS,NPS,87,2.18,55,1.91
13/03/23,Yousufguda Metro,3995,2884,UNKNOWN,NPS,PS,36,0.9,24,0.83
13/03/23,Yousufguda Metro,3995,2884,UNKNOWN,NPS,UNKNOWN,69,1.73,51,1.77
13/03/23,Yousufguda Metro,3995,2884,UNKNOWN,PS,NPS,29,0.73,22,0.76
13/03/23,Yousufguda Metro,3995,2884,UNKNOWN,PS,PS,16,0.4,14,0.49
13/03/23,Yousufguda Metro,3995,2884,UNKNOWN,PS,UNKNOWN,35,0.88,23,0.8
13/03/23,Yousufguda Metro,3995,2884,UNKNOWN,UNKNOWN,NPS,23,0.58,20,0.69
13/03/23,Yousufguda Metro,3995,2884,UNKNOWN,UNKNOWN,PS,11,0.28,7,0.24
13/03/23,Yousufguda Metro,3995,2884,UNKNOWN,UNKNOWN,UNKNOWN,123,3.08,97,3.36
13/03/23,Shamshabad 2 - Airport,3956,3368,HIGH_INCOME,NPS,NPS,191,4.83,142,4.22
13/03/23,Shamshabad 2 - Airport,3956,3368,HIGH_INCOME,NPS,PS,89,2.25,67,1.99
13/03/23,Shamshabad 2 - Airport,3956,3368,HIGH_INCOME,NPS,UNKNOWN,142,3.59,100,2.97
13/03/23,Shamshabad 2 - Airport,3956,3368,HIGH_INCOME,PS,NPS,79,2,60,1.78
13/03/23,Shamshabad 2 - Airport,3956,3368,HIGH_INCOME,PS,PS,69,1.74,60,1.78
13/03/23,Shamshabad 2 - Airport,3956,3368,HIGH_INCOME,PS,UNKNOWN,83,2.1,74,2.2
13/03/23,Shamshabad 2 - Airport,3956,3368,HIGH_INCOME,UNKNOWN,NPS,111,2.81,92,2.73
13/03/23,Shamshabad 2 - Airport,3956,3368,HIGH_INCOME,UNKNOWN,PS,78,1.97,70,2.08
13/03/23,Shamshabad 2 - Airport,3956,3368,HIGH_INCOME,UNKNOWN,UNKNOWN,564,14.26,512,15.2
13/03/23,Shamshabad 2 - Airport,3956,3368,LOW_INCOME,NPS,NPS,324,8.19,242,7.19
13/03/23,Shamshabad 2 - Airport,3956,3368,LOW_INCOME,NPS,PS,153,3.87,124,3.68
13/03/23,Shamshabad 2 - Airport,3956,3368,LOW_INCOME,NPS,UNKNOWN,238,6.02,189,5.61
13/03/23,Shamshabad 2 - Airport,3956,3368,LOW_INCOME,PS,NPS,151,3.82,117,3.47
13/03/23,Shamshabad 2 - Airport,3956,3368,LOW_INCOME,PS,PS,108,2.73,80,2.38
13/03/23,Shamshabad 2 - Airport,3956,3368,LOW_INCOME,PS,UNKNOWN,131,3.31,117,3.47
13/03/23,Shamshabad 2 - Airport,3956,3368,LOW_INCOME,UNKNOWN,NPS,208,5.26,189,5.61
13/03/23,Shamshabad 2 - Airport,3956,3368,LOW_INCOME,UNKNOWN,PS,119,3.01,107,3.18
13/03/23,Shamshabad 2 - Airport,3956,3368,LOW_INCOME,UNKNOWN,UNKNOWN,457,11.55,423,12.56
13/03/23,Shamshabad 2 - Airport,3956,3368,UNKNOWN,NPS,NPS,32,0.81,26,0.77
13/03/23,Shamshabad 2 - Airport,3956,3368,UNKNOWN,NPS,PS,36,0.91,26,0.77
13/03/23,Shamshabad 2 - Airport,3956,3368,UNKNOWN,NPS,UNKNOWN,64,1.62,47,1.4
13/03/23,Shamshabad 2 - Airport,3956,3368,UNKNOWN,PS,NPS,19,0.48,18,0.53
13/03/23,Shamshabad 2 - Airport,3956,3368,UNKNOWN,PS,PS,14,0.35,13,0.39
13/03/23,Shamshabad 2 - Airport,3956,3368,UNKNOWN,PS,UNKNOWN,29,0.73,23,0.68
13/03/23,Shamshabad 2 - Airport,3956,3368,UNKNOWN,UNKNOWN,NPS,28,0.71,26,0.77
13/03/23,Shamshabad 2 - Airport,3956,3368,UNKNOWN,UNKNOWN,PS,23,0.58,20,0.59
13/03/23,Shamshabad 2 - Airport,3956,3368,UNKNOWN,UNKNOWN,UNKNOWN,416,10.52,404,12
13/03/23,Ameerpet Bus Stop,3859,3270,HIGH_INCOME,NPS,NPS,277,7.18,213,6.51
13/03/23,Ameerpet Bus Stop,3859,3270,HIGH_INCOME,NPS,PS,130,3.37,109,3.33
13/03/23,Ameerpet Bus Stop,3859,3270,HIGH_INCOME,NPS,UNKNOWN,212,5.49,172,5.26
13/03/23,Ameerpet Bus Stop,3859,3270,HIGH_INCOME,PS,NPS,118,3.06,94,2.87
13/03/23,Ameerpet Bus Stop,3859,3270,HIGH_INCOME,PS,PS,79,2.05,63,1.93
13/03/23,Ameerpet Bus Stop,3859,3270,HIGH_INCOME,PS,UNKNOWN,110,2.85,94,2.87
13/03/23,Ameerpet Bus Stop,3859,3270,HIGH_INCOME,UNKNOWN,NPS,58,1.5,54,1.65
13/03/23,Ameerpet Bus Stop,3859,3270,HIGH_INCOME,UNKNOWN,PS,36,0.93,33,1.01
13/03/23,Ameerpet Bus Stop,3859,3270,HIGH_INCOME,UNKNOWN,UNKNOWN,625,16.2,555,16.97
13/03/23,Ameerpet Bus Stop,3859,3270,LOW_INCOME,NPS,NPS,393,10.18,317,9.69
13/03/23,Ameerpet Bus Stop,3859,3270,LOW_INCOME,NPS,PS,205,5.31,162,4.95
13/03/23,Ameerpet Bus Stop,3859,3270,LOW_INCOME,NPS,UNKNOWN,341,8.84,288,8.81
13/03/23,Ameerpet Bus Stop,3859,3270,LOW_INCOME,PS,NPS,165,4.28,141,4.31
13/03/23,Ameerpet Bus Stop,3859,3270,LOW_INCOME,PS,PS,124,3.21,104,3.18
13/03/23,Ameerpet Bus Stop,3859,3270,LOW_INCOME,PS,UNKNOWN,196,5.08,166,5.08
13/03/23,Ameerpet Bus Stop,3859,3270,LOW_INCOME,UNKNOWN,NPS,86,2.23,83,2.54
13/03/23,Ameerpet Bus Stop,3859,3270,LOW_INCOME,UNKNOWN,PS,47,1.22,45,1.38
13/03/23,Ameerpet Bus Stop,3859,3270,LOW_INCOME,UNKNOWN,UNKNOWN,228,5.91,221,6.76
13/03/23,Ameerpet Bus Stop,3859,3270,UNKNOWN,NPS,NPS,93,2.41,65,1.99
13/03/23,Ameerpet Bus Stop,3859,3270,UNKNOWN,NPS,PS,42,1.09,31,0.95
13/03/23,Ameerpet Bus Stop,3859,3270,UNKNOWN,NPS,UNKNOWN,58,1.5,51,1.56
13/03/23,Ameerpet Bus Stop,3859,3270,UNKNOWN,PS,NPS,37,0.96,30,0.92
13/03/23,Ameerpet Bus Stop,3859,3270,UNKNOWN,PS,PS,18,0.47,14,0.43
13/03/23,Ameerpet Bus Stop,3859,3270,UNKNOWN,PS,UNKNOWN,18,0.47,17,0.52
13/03/23,Ameerpet Bus Stop,3859,3270,UNKNOWN,UNKNOWN,NPS,12,0.31,12,0.37
13/03/23,Ameerpet Bus Stop,3859,3270,UNKNOWN,UNKNOWN,PS,5,0.13,5,0.15
13/03/23,Ameerpet Bus Stop,3859,3270,UNKNOWN,UNKNOWN,UNKNOWN,146,3.78,131,4.01
13/03/23,Kawaiguda,3858,2924,HIGH_INCOME,NPS,NPS,260,6.74,172,5.88
13/03/23,Kawaiguda,3858,2924,HIGH_INCOME,NPS,PS,165,4.28,118,4.04
13/03/23,Kawaiguda,3858,2924,HIGH_INCOME,NPS,UNKNOWN,159,4.12,117,4
13/03/23,Kawaiguda,3858,2924,HIGH_INCOME,PS,NPS,112,2.9,85,2.91
13/03/23,Kawaiguda,3858,2924,HIGH_INCOME,PS,PS,115,2.98,84,2.87
13/03/23,Kawaiguda,3858,2924,HIGH_INCOME,PS,UNKNOWN,97,2.51,72,2.46
13/03/23,Kawaiguda,3858,2924,HIGH_INCOME,UNKNOWN,NPS,75,1.94,63,2.15
13/03/23,Kawaiguda,3858,2924,HIGH_INCOME,UNKNOWN,PS,58,1.5,48,1.64
13/03/23,Kawaiguda,3858,2924,HIGH_INCOME,UNKNOWN,UNKNOWN,557,14.44,457,15.63
13/03/23,Kawaiguda,3858,2924,LOW_INCOME,NPS,NPS,375,9.72,264,9.03
13/03/23,Kawaiguda,3858,2924,LOW_INCOME,NPS,PS,286,7.41,194,6.63
13/03/23,Kawaiguda,3858,2924,LOW_INCOME,NPS,UNKNOWN,216,5.6,173,5.92
13/03/23,Kawaiguda,3858,2924,LOW_INCOME,PS,NPS,244,6.32,162,5.54
13/03/23,Kawaiguda,3858,2924,LOW_INCOME,PS,PS,170,4.41,119,4.07
13/03/23,Kawaiguda,3858,2924,LOW_INCOME,PS,UNKNOWN,132,3.42,99,3.39
13/03/23,Kawaiguda,3858,2924,LOW_INCOME,UNKNOWN,NPS,137,3.55,115,3.93
13/03/23,Kawaiguda,3858,2924,LOW_INCOME,UNKNOWN,PS,77,2,66,2.26
13/03/23,Kawaiguda,3858,2924,LOW_INCOME,UNKNOWN,UNKNOWN,274,7.1,257,8.79
13/03/23,Kawaiguda,3858,2924,UNKNOWN,NPS,NPS,57,1.48,39,1.33
13/03/23,Kawaiguda,3858,2924,UNKNOWN,NPS,PS,25,0.65,21,0.72
13/03/23,Kawaiguda,3858,2924,UNKNOWN,NPS,UNKNOWN,46,1.19,29,0.99
13/03/23,Kawaiguda,3858,2924,UNKNOWN,PS,NPS,39,1.01,24,0.82
13/03/23,Kawaiguda,3858,2924,UNKNOWN,PS,PS,22,0.57,14,0.48
13/03/23,Kawaiguda,3858,2924,UNKNOWN,PS,UNKNOWN,16,0.41,14,0.48
13/03/23,Kawaiguda,3858,2924,UNKNOWN,UNKNOWN,NPS,16,0.41,14,0.48
13/03/23,Kawaiguda,3858,2924,UNKNOWN,UNKNOWN,PS,23,0.6,14,0.48
13/03/23,Kawaiguda,3858,2924,UNKNOWN,UNKNOWN,UNKNOWN,105,2.72,90,3.08
13/03/23,Sitafalmandi,3753,2767,HIGH_INCOME,NPS,NPS,223,5.94,135,4.88
13/03/23,Sitafalmandi,3753,2767,HIGH_INCOME,NPS,PS,146,3.89,105,3.79
13/03/23,Sitafalmandi,3753,2767,HIGH_INCOME,NPS,UNKNOWN,122,3.25,83,3
13/03/23,Sitafalmandi,3753,2767,HIGH_INCOME,PS,NPS,105,2.8,76,2.75
13/03/23,Sitafalmandi,3753,2767,HIGH_INCOME,PS,PS,67,1.79,49,1.77
13/03/23,Sitafalmandi,3753,2767,HIGH_INCOME,PS,UNKNOWN,88,2.34,61,2.2
13/03/23,Sitafalmandi,3753,2767,HIGH_INCOME,UNKNOWN,NPS,98,2.61,85,3.07
13/03/23,Sitafalmandi,3753,2767,HIGH_INCOME,UNKNOWN,PS,75,2,60,2.17
13/03/23,Sitafalmandi,3753,2767,HIGH_INCOME,UNKNOWN,UNKNOWN,413,11,337,12.18
13/03/23,Sitafalmandi,3753,2767,LOW_INCOME,NPS,NPS,411,10.95,261,9.43
13/03/23,Sitafalmandi,3753,2767,LOW_INCOME,NPS,PS,244,6.5,158,5.71
13/03/23,Sitafalmandi,3753,2767,LOW_INCOME,NPS,UNKNOWN,275,7.33,207,7.48
13/03/23,Sitafalmandi,3753,2767,LOW_INCOME,PS,NPS,245,6.53,155,5.6
13/03/23,Sitafalmandi,3753,2767,LOW_INCOME,PS,PS,130,3.46,89,3.22
13/03/23,Sitafalmandi,3753,2767,LOW_INCOME,PS,UNKNOWN,185,4.93,131,4.73
13/03/23,Sitafalmandi,3753,2767,LOW_INCOME,UNKNOWN,NPS,139,3.7,122,4.41
13/03/23,Sitafalmandi,3753,2767,LOW_INCOME,UNKNOWN,PS,114,3.04,101,3.65
13/03/23,Sitafalmandi,3753,2767,LOW_INCOME,UNKNOWN,UNKNOWN,299,7.97,275,9.94
13/03/23,Sitafalmandi,3753,2767,UNKNOWN,NPS,NPS,66,1.76,49,1.77
